transaction_amount,transaction_time,merchant_category,payment_method,device_type,location_mismatch,failed_login_attempts,unusual_spending_score,transaction_frequency,account_age_days,is_international,risk_flag
542.1428262847285,13,Entertainment,Credit Card,Desktop,1,0,48.346330854897644,2,1119,1,0
332.2449703683683,17,Retail,Digital Wallet,Desktop,0,0,42.81949209584928,1,547,0,1
205.39015755969126,4,Entertainment,Credit Card,Mobile,0,0,68.03361247654144,3,2149,0,0
227.96483827452704,19,Food,Credit Card,Mobile,0,0,22.712685444678694,5,3549,0,0
384.546861533193,5,Food,Credit Card,Tablet,0,0,48.67693218279582,3,3409,0,0
221.08521326342458,17,Online,Digital Wallet,Mobile,1,0,80.7366778383873,2,3510,0,1
246.1369839252829,13,Travel,Debit Card,Desktop,0,0,15.514242885785624,4,1717,0,0
306.58246968506927,3,Retail,Debit Card,Mobile,0,0,9.273066839321908,1,501,0,0
239.09540196995582,22,Online,Credit Card,Mobile,0,0,60.36136300348149,2,552,0,0
225.147855103763,0,Retail,Debit Card,Desktop,0,0,96.35795149553608,2,1570,0,0
253.93446284909277,12,Retail,Debit Card,Tablet,0,0,42.92113574850871,2,1114,0,0
54.007416473547245,10,Online,Credit Card,Mobile,0,0,81.46265306396586,3,930,0,0
219.67610914830107,2,Entertainment,Credit Card,Mobile,0,1,47.02349225097433,4,3625,0,0
237.92174198960439,16,Online,Digital Wallet,Desktop,0,0,23.465351003384882,4,346,0,0
64.30542540791035,17,Retail,Credit Card,Mobile,0,0,48.50672486444542,5,2876,0,0
709.732353343427,9,Travel,Debit Card,Desktop,0,0,44.18885144917719,2,347,0,0
292.1498762735363,15,Retail,Credit Card,Mobile,1,0,25.23734879943205,2,3521,0,0
207.39104916079458,20,Food,Debit Card,Mobile,0,0,35.31315463001388,3,1784,0,0
346.9660825901489,12,Retail,Credit Card,Mobile,1,0,39.20940544260929,4,32,0,0
142.40450106819642,19,Entertainment,Credit Card,Mobile,0,0,85.92906160941652,4,3399,0,0
386.12538112273563,11,Retail,Debit Card,Mobile,0,0,30.748223315861743,3,257,0,0
497.57867370222124,3,Retail,Digital Wallet,Desktop,0,0,92.51517287580494,1,2596,0,1
96.20469550551314,7,Food,Digital Wallet,Mobile,0,0,1.349345556865722,2,2797,0,0
439.01283877329655,11,Other,Credit Card,Desktop,0,0,12.839507112770466,1,2421,0,0
273.8342780809495,18,Online,Credit Card,Tablet,0,0,2.7079231867112807,4,1803,0,0
396.618047998347,14,Other,Debit Card,Tablet,0,0,76.767567878288,2,1017,0,0
719.0378947961842,15,Food,Credit Card,Desktop,0,0,12.455219947825768,4,827,0,0
76.38356519913886,11,Retail,Debit Card,Mobile,0,0,57.407826882524326,1,2689,0,0
76.12084930724687,19,Travel,Debit Card,Mobile,0,1,77.78841071387866,1,618,0,0
116.85432888765699,17,Entertainment,Debit Card,Desktop,0,1,48.93600638956307,2,1315,0,0
94.74308548963148,21,Retail,Debit Card,Desktop,0,0,9.793370182395345,4,2989,0,0
126.86948717576877,11,Retail,Credit Card,Mobile,0,0,83.74442815726418,6,2212,0,0
252.34559244499306,15,Retail,Debit Card,Unknown,0,0,20.622239430122157,3,1741,0,0
233.0072397990057,19,Food,Credit Card,Mobile,0,0,9.44290923630703,6,2759,0,0
398.15497471080715,10,Retail,Bank Transfer,Desktop,0,1,76.75338584682645,4,975,0,0
153.9005675633721,21,Retail,Credit Card,Mobile,0,0,2.790334431189667,1,702,0,0
586.0602231471951,19,Food,Credit Card,Mobile,0,0,61.778582197834496,4,2283,0,0
70.60295002861318,13,Travel,Digital Wallet,Mobile,0,1,42.03823149499287,3,2592,0,0
966.0507499768856,1,Food,Debit Card,Mobile,0,0,43.44000385842577,1,3136,0,0
337.70020432950184,12,Online,Digital Wallet,Unknown,0,0,80.44336912401015,4,1676,0,1
107.14726692488476,13,Retail,Debit Card,Unknown,0,0,4.6696131164838395,2,1305,0,0
171.2677494183337,5,Online,Digital Wallet,Mobile,0,0,74.16479069146888,2,1655,0,0
294.7417245729556,11,Retail,Credit Card,Mobile,1,0,70.54858832889961,1,2957,1,1
82.96116440224475,6,Food,Credit Card,Mobile,0,0,88.93240522413082,5,3075,0,0
364.20014822762755,3,Food,Bank Transfer,Mobile,0,0,57.71584840195991,4,1289,0,0
291.97128737206344,6,Other,Bank Transfer,Desktop,0,1,16.009713409038152,6,1902,0,0
128.15132620293818,12,Food,Debit Card,Mobile,0,0,4.648853913339446,2,2448,0,0
104.03811542052149,10,Retail,Debit Card,Mobile,1,0,44.20147459123833,2,1573,0,0
304.4541674057594,7,Food,Digital Wallet,Mobile,0,0,72.02077071293816,1,69,1,0
16.045514379893678,18,Travel,Credit Card,Desktop,0,0,4.2305340238637745,5,10,1,0
406.9196382970417,1,Food,Debit Card,Mobile,0,0,24.82463729866099,1,2053,0,0
214.22812323906118,20,Retail,Credit Card,Mobile,0,0,77.07863746898754,1,1392,0,0
223.7216336135964,17,Food,Credit Card,Desktop,0,0,23.042601073390912,4,589,0,0
201.9542777553546,20,Retail,Credit Card,Unknown,0,0,38.11228090560695,1,996,0,0
265.59521391865104,9,Online,Bank Transfer,Desktop,0,0,74.69136405398244,2,1242,0,0
115.1572308603399,5,Food,Debit Card,Mobile,0,0,43.04262933942178,2,3106,0,0
196.11753178365836,23,Retail,Digital Wallet,Desktop,0,0,77.13479952851233,4,1655,0,0
167.46261553379998,21,Online,Credit Card,Unknown,0,0,27.022556943677834,3,2152,0,0
192.89108934918693,3,Entertainment,Credit Card,Desktop,0,0,95.80665417522408,5,1195,0,0
257.33620810448497,18,Travel,Credit Card,Mobile,0,0,9.380893877899165,3,2228,0,0
318.2353579104703,13,Retail,Credit Card,Mobile,1,0,75.14575501391397,2,2028,0,0
474.9153729525831,13,Entertainment,Credit Card,Desktop,0,0,7.418695890877158,1,2190,0,0
466.1406156104709,17,Travel,Credit Card,Desktop,0,0,84.51200504722863,1,986,0,0
263.30081038712734,16,Online,Credit Card,Mobile,0,0,13.650088377632086,0,3546,0,0
131.34751197453684,17,Retail,Credit Card,Mobile,0,0,58.646713732770614,2,550,0,0
304.51058016259793,17,Retail,Credit Card,Desktop,0,0,33.356677237674695,4,1670,0,0
304.13578527366263,4,Online,Digital Wallet,Mobile,0,0,60.47276748361201,3,836,0,0
304.51430589181433,8,Other,Debit Card,Mobile,0,0,4.782087785786304,1,2732,0,0
1305.8194471964161,0,Retail,Bank Transfer,Desktop,0,0,88.13486930607628,4,1317,0,1
321.2671532079501,3,Online,Bank Transfer,Mobile,0,0,71.42086308516421,2,1316,0,0
490.6696920541797,6,Retail,Credit Card,Desktop,0,0,34.56729318670681,5,1776,0,0
436.2005290479607,10,Online,Debit Card,Desktop,0,0,47.053511530195024,3,428,0,0
345.4173753917394,13,Online,Debit Card,Desktop,0,0,62.62100484047313,4,3087,0,0
55.419226607896334,9,Retail,Credit Card,Mobile,1,0,61.780502085782686,3,2756,0,1
377.6907661479802,18,Retail,Digital Wallet,Mobile,0,0,63.973588804180224,1,1454,0,0
81.84756436127154,7,Retail,Credit Card,Desktop,0,0,15.49283112920512,2,429,0,0
78.95441797799734,2,Retail,Credit Card,Unknown,0,1,79.31803787684409,4,1537,0,0
4.390935651268962,7,Retail,Debit Card,Desktop,0,0,45.972636479941286,1,2357,0,0
174.56224181589675,17,Online,Debit Card,Desktop,0,0,80.02337514049684,1,2162,0,0
844.3975700020526,4,Retail,Debit Card,Mobile,0,0,92.85015612518319,5,3331,0,0
410.1795577775245,19,Food,Credit Card,Mobile,0,0,10.327173536881762,3,2053,0,0
355.8780571123541,10,Online,Credit Card,Desktop,0,0,35.60395083884487,2,2888,0,0
333.8147613568956,8,Food,Credit Card,Mobile,0,2,53.09688523321966,1,1856,0,0
8.420440263169942,18,Food,Digital Wallet,Desktop,0,0,13.491295387110203,4,2732,0,0
476.6851790902099,11,Retail,Bank Transfer,Mobile,1,0,25.914951296021115,2,1551,0,1
169.28400572863882,4,Food,Debit Card,Mobile,0,0,4.918894206232228,6,1823,0,0
173.32343337879183,15,Retail,Credit Card,Mobile,0,0,68.13403639509728,0,716,0,0
64.59111277799046,12,Online,Credit Card,Mobile,0,0,49.63922323593134,1,8,1,0
353.87932468040276,5,Retail,Credit Card,Desktop,1,0,3.1266074531140164,1,2542,0,0
69.109989515141,15,Entertainment,Credit Card,Mobile,0,1,30.364821535040864,4,3418,0,0
214.93757687459245,17,Entertainment,Credit Card,Desktop,0,0,40.813127367031264,3,1527,0,0
163.67155197114414,16,Entertainment,Debit Card,Desktop,1,1,34.25710350820932,2,3546,0,0
45.48010428174506,11,Retail,Credit Card,Mobile,0,0,1.8257842869958796,2,3119,0,0
793.1832267975977,0,Retail,Debit Card,Mobile,0,0,28.771644781570892,3,1535,0,0
340.1757066954034,6,Online,Credit Card,Desktop,0,1,8.115062319886057,2,2884,0,0
457.54277599728215,13,Retail,Credit Card,Mobile,0,0,0.5790030306810245,3,2178,0,0
205.9362944308283,17,Retail,Debit Card,Desktop,0,0,35.32243330412152,4,840,0,0
48.53593943051639,22,Entertainment,Debit Card,Mobile,0,0,38.64725156216481,2,1587,0,0
405.7300004388672,0,Online,Debit Card,Desktop,0,0,91.44750608399622,3,1094,0,0
87.75622152981019,19,Travel,Debit Card,Mobile,0,0,12.829641647033752,2,222,0,0
115.5790675599303,9,Entertainment,Digital Wallet,Mobile,0,0,70.04085208816471,1,2809,0,0
301.49618369413713,14,Food,Credit Card,Unknown,0,0,26.356080475180622,1,3054,0,0
409.72655825103647,10,Retail,Credit Card,Mobile,0,0,49.75703757804484,2,2003,0,0
210.08892211673287,3,Entertainment,Debit Card,Mobile,1,0,43.0754639644667,0,2246,0,1
49.64962924771549,14,Online,Digital Wallet,Mobile,0,0,48.40220365656614,1,426,0,0
7.516406651713147,20,Other,Debit Card,Tablet,1,0,76.26077425574199,2,2747,0,0
45.99876977211357,15,Retail,Credit Card,Mobile,1,1,1.8455077523558572,5,1945,0,0
679.6362720843291,14,Entertainment,Credit Card,Mobile,0,0,32.91719561274433,2,715,0,0
271.49451328828667,16,Food,Credit Card,Mobile,0,0,34.02876361234352,3,2262,0,0
228.26518630051356,22,Retail,Credit Card,Mobile,0,0,9.474345982115462,2,2058,0,0
425.35858411643284,10,Entertainment,Debit Card,Desktop,0,0,1.0685223614505523,4,3441,1,0
786.64685910379,17,Retail,Credit Card,Mobile,0,1,71.9014192791371,2,829,0,0
459.739578165344,15,Travel,Credit Card,Mobile,0,0,88.27317511488634,2,1010,0,1
305.810989786204,14,Retail,Credit Card,Mobile,0,0,31.095611175168937,3,2285,0,0
4.729778140124591,10,Travel,Credit Card,Tablet,0,0,65.3026927938362,6,3059,0,0
530.0733447559868,12,Food,Credit Card,Mobile,0,0,99.51427591474507,0,2073,0,0
62.30083968563422,17,Travel,Credit Card,Desktop,0,1,16.423965555043985,3,174,0,0
283.14582844386854,7,Food,Debit Card,Desktop,0,0,27.666292137850157,1,3322,0,0
382.39021602880104,8,Retail,Debit Card,Mobile,0,1,81.80578072742381,4,3449,0,0
128.0791414734249,21,Entertainment,Credit Card,Mobile,0,0,0.327477221635164,5,3036,0,0
132.14239318145997,10,Online,Credit Card,Mobile,0,0,59.26795046265491,2,627,0,0
822.3802020207218,16,Retail,Digital Wallet,Desktop,0,0,47.802522565516185,6,1468,0,0
157.31629240028695,0,Food,Credit Card,Desktop,0,0,72.07210404624334,2,2206,1,0
74.2295545820519,10,Entertainment,Debit Card,Desktop,0,0,52.89672051100195,5,1456,0,0
224.33495458945484,6,Food,Credit Card,Mobile,0,0,51.61666659482569,4,1693,0,0
639.7233911794906,7,Travel,Credit Card,Unknown,1,0,71.03333347295677,4,2131,0,0
279.0424133881898,18,Entertainment,Credit Card,Mobile,0,0,54.99797417699897,5,537,0,0
17.986653990904873,3,Retail,Credit Card,Desktop,0,0,98.61543023142502,2,1777,0,0
189.22217318582742,3,Travel,Credit Card,Mobile,0,0,69.79825918216567,6,2515,0,0
582.3819867198347,18,Food,Debit Card,Mobile,0,0,80.6853179194893,2,645,0,1
280.7586453538318,23,Retail,Credit Card,Mobile,0,0,42.25382395838414,3,1718,0,0
498.94912564648786,8,Food,Digital Wallet,Mobile,0,0,95.80243502232608,4,3449,0,0
153.06991830587612,16,Entertainment,Bank Transfer,Mobile,0,0,44.84407844354394,4,1423,0,0
144.4525953143853,17,Online,Debit Card,Mobile,0,0,34.61280497026738,4,3552,0,0
288.6310422789812,0,Retail,Debit Card,Mobile,0,0,93.9333457979633,1,2628,0,0
209.717908672041,13,Other,Credit Card,Mobile,0,1,37.70668459513576,2,2226,0,0
30.065063147638405,3,Entertainment,Debit Card,Mobile,0,0,36.560606995310074,0,1382,0,0
170.94062549700567,9,Travel,Digital Wallet,Mobile,0,0,55.637026152438985,2,1304,1,0
34.405920941472026,22,Retail,Credit Card,Unknown,0,0,84.94461785184549,2,1118,0,0
184.0552035753744,13,Food,Credit Card,Mobile,0,0,33.01118670701902,6,1572,0,1
348.6392023563139,6,Online,Credit Card,Mobile,0,0,82.95043893566978,1,2781,0,0
625.8050448436056,11,Food,Debit Card,Mobile,1,0,16.297190611386014,4,661,1,1
221.3446496480547,21,Entertainment,Credit Card,Desktop,0,0,17.25834486362866,2,2245,0,0
789.91001239688,15,Travel,Credit Card,Mobile,0,0,45.093299646208564,3,3447,0,0
435.6263398567506,4,Travel,Debit Card,Mobile,0,0,26.33050828992507,5,1204,0,0
104.46447148932504,10,Retail,Credit Card,Desktop,0,0,48.437132182133624,1,987,0,0
326.49516194537284,3,Online,Debit Card,Mobile,0,0,1.247387677071532,2,2824,0,0
234.2975603205098,12,Travel,Credit Card,Mobile,0,0,27.672740824345166,4,459,0,0
36.809855946178175,7,Retail,Credit Card,Mobile,0,0,94.75418419509877,4,2482,0,0
87.5633248928174,6,Travel,Credit Card,Mobile,1,0,87.92676685425891,5,475,0,0
2.0997196023500697,10,Online,Debit Card,Mobile,0,0,2.871268768295654,0,2430,0,0
26.809427083263525,10,Online,Digital Wallet,Mobile,0,1,80.4333443946942,1,201,0,0
404.8806291063075,16,Travel,Credit Card,Desktop,0,0,44.38752302406479,3,1097,0,0
257.1046457895142,21,Online,Credit Card,Mobile,1,1,81.68458010501674,2,985,0,0
57.872878578196264,13,Retail,Bank Transfer,Mobile,0,1,28.00997915043566,5,3469,0,0
419.87996262997524,1,Retail,Debit Card,Mobile,0,0,55.02048641705486,0,2020,0,0
242.1898562629828,19,Retail,Credit Card,Mobile,0,0,98.61232541756117,3,1427,1,0
393.858635651688,20,Retail,Debit Card,Mobile,0,0,32.68262978591703,2,3065,0,0
338.8886525770837,7,Retail,Digital Wallet,Desktop,0,0,88.47180268029906,3,3552,0,0
98.69850327662175,21,Entertainment,Credit Card,Mobile,0,0,87.72479266189556,5,1210,0,1
